Source,Target,Type,Label
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Colonial state he,Directed,Represents
Erdan,Israeli home demolitions,Directed,Expressed his support for
Erdan,Palestinian prisoners,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian prisoners' movement,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian resistance,Directed,Is targeting
Erdan,Palestinian prisoners,Directed,Vowed to escalate repression against
Erdan,Palestinian prisoners cooking food,Directed,Announced a plan to stop
Global actions,Trump-netanyahu,Directed,Confront
Global actions,Palestine,Directed,Defend
Global actions,Israeli annexation,Directed,Against
Completed actions,31 january,Directed,Friday
Valencia,7:00 pm,Directed,Us consulate
Valencia,Jerusalem,Directed,Rally for
Dusseldorf,2:00 pm,Directed,U.s. consulate
Aarhus,4:00 pm,Directed,Aarhus radhus plads
Trump-netanyahu,Global actions and demonstrations confront,Directed,Steal of the century
Global actions and demonstrations,"Trump-netanyahu ""steal of the century",Directed,Confront
Global actions and demonstrations,"Trump-netanyahu ""steal of the century",Directed,Confront
Global actions and demonstrations,"Trump-netanyahu ""steal of the century",Directed,Confront
Global actions and demonstrations,2 february,Directed,Schedule of events
Palestinian cultural club,Hard,Directed,Have been working
Alnaqab center,Youth initiative,Directed,Have been involved
Palestinian civil society organisations,All states,Directed,Called on
Icahd,Israeli committee against house demolitions,Directed,Is
Internacional de solidaridad y cooperación,Icid,Directed,Red cántabra contra latrata y la explotación sexual
Human rights institute of catalonia,Associació hèlia,Directed,Institut de drets humans de catalunya
Piazza della repubblica,Location,Directed,Is
Piazza del nettuno,Location,Directed,Is
Largo xxv luglio,Location,Directed,Is
Piazza garibaldi,Location,Directed,Is
Human rights monument,Location,Directed,Is
Square philips,Location,Directed,Is
Paterson city hall,Location,Directed,Is
San diego,12:00 pm,Directed,Reuben h. fleet science center parking lot
San diego,3 pm,Directed,23 may
San diego,Federal building,Directed,4 pm
Bob casey's office,2000 market st,Directed,Is located at
St. catharines city hall,50 church st,Directed,Is located at
Ampnjchapter,3514 international drive nw,Directed,Photos
Women's struggle,Pandemic and economic crisis,Directed,Is at its height
Samidoun's international coordinator charlotte kates,8 march event,Directed,Participated in
International women's alliance,S#freekhitamsaafin campaign,Directed,Showed solidarity with
International women's alliance,Samidoun palestinian prisoner solidarity network,Directed,Organized by
Palestinian psychiatrist samah jabr,Political and social situation of palestinian women,Directed,Addressed
Palestinian psychiatrist samah jabr,Political and social situation,Directed,Addressed
Association belgo-palestinienne,Webinar,Directed,Organized
Samidoun activists,Palestinian and greek organizers,Directed,Joined
Samidoun activists,Information and material,Directed,Distributed
Samidoun activists,Palestinian prisoners' day,Directed,Gathered to recognize
Samidoun activists,Hundreds of palestinians,Directed,Joined
Samidoun activists,Comrades involved in other struggles,Directed,Had the opportunity to engage in conversation with
Samidoun activists,Solidarity video,Directed,Participated in
Samidoun activists,The ongoing encampment,Directed,Are participating in
Samidoun activists,Participants,Directed,Are among
Samidoun activists,Demand freedom of khalida jarrar,Directed,Will continue to organize
Greece,Initiated by,Directed,Has been
Greece,Popular support for palestinian cause,Directed,Remains
Greece,Military cooperation with israeli state,Directed,Ramping up
Greece,Agreement for eastmed gas pipeline,Directed,Participated in
Greece,Allied role,Directed,Is playing
Greece,Palestinian people,Directed,Is exercising against
Greece,Confronting fascism,Directed,Is
Greece,Confronting attacks on sovereignty,Directed,Is
Greece,Confronting economic devastation,Directed,Is
Greece,Confronting austerity,Directed,Is
Greece,Strengthened by building boycott of israel,Directed,Is
Greece,Strengthened by building boycott of corporations,Directed,Is
Greece,Strengthened by building boycott of institutions,Directed,Is
Greece,Bloodstained pathway,Directed,Will not become
Greece,Confronting eastmed gas deal,Directed,Is
Greece,Confronting western colonialism,Directed,Is
Rasmea,U.s. and israeli officials,Directed,Is being chased by
Rasmea,U.s. and israeli officials,Directed,Is being silenced by
Rasmea,U.s. and israeli officials,Directed,Is being chased by
Rasmea,Israel's anti-bds ministry,Directed,Is being silenced by
Rasmea,Us and german authorities,Directed,Is silenced by
Rasmea,Terrorist,Directed,Was labeled
Rasmea,Zionist military court,Directed,Was condemned by
Rasmea,Refugee,Directed,Grew up as
Rasmea,Midnight,Directed,Was arrested at
Rasmea,Israeli apartheid and settler colonialism,Directed,Is a palestinian woman who speaks up against
Rasmea,Speaking in germany,Directed,Was banned from
Rasmea,Trumped-up charges,Directed,Was arrested on
Rasmea,Legal and political campaign,Directed,Waged
Rasmea,Arab women,Directed,Assisted
Rasmea,Voluntarily leave,Directed,Chose to
Rasmea,Genuine adherents,Directed,Is loved by
Rasmea,Palestinian liberation leader,Directed,Is
Rasmea,Genuine adherents to freedom and justice,Directed,Is loved by
Rasmea,German authorities,Directed,Is threatened by
Rasmea,Delivering a public speech,Directed,Was banned from
Rasmea,The struggle for justice in palestine,Directed,Supports
Rasmea,Crowd,Directed,Searched for
Rasmea,Person,Directed,Attending in
Rasmea,A sheaf of papers,Directed,Was given
Rasmea,Speaking at the event,Directed,Was banned from
Rasmea,Fighting back in court,Directed,Is committed to
Rasmea,A desire to stop her from sharing her words and her experience,Directed,Was ordered silenced based on
Peter struck,Security of the federal republic,Directed,Said
Us ambassador,Neo-imperial campaigners,Directed,Supported by
German media,Reliable partners,Directed,Have
Berlin senate department,Ban on political activity,Directed,Imposed
Prof. herman de ley,Professor at ugent,Directed,Is
Prof. marc demeyere,Professor at ugent,Directed,Is
Jewish voice for a just peace in the middle east,Freedom of speech,Directed,Demands
Berlin authorities,Political persecution,Directed,Involved in
Berlin authorities,Decision,Directed,Justify
Organizers,Prohibition,Directed,Denounce
Organizers,Leaflets,Directed,Delivered
Organizers,Explanatory banners,Directed,Hung
Organizers,#boycottpuma flyers,Directed,Distributed
Organizers,Creative mechanisms,Directed,Developed
Organizers,Nakba commemorations,Directed,Held
Organizers,Israel/u.s. annexation plans,Directed,Protests against
Organizers,Plan,Directed,Noted
Organizers,Report,Directed,Noted
Organizers,Many leaflets calling for the boycott of israeli products,Directed,Distributed
Organizers,Virtual activities,Directed,Encourage
Nypd's strategic response group,Leaders and activists in the black lives matter movement,Directed,Is surveilling and harassing
Freedom road socialist organization,Act of repression against rasmea,Directed,Worked tirelessly to oppose
Freedom road socialist organization,Organization,Directed,Is
Palestinian liberation forces,In the middle east,Directed,Are growing stronger
Alliance,Rasmea,Directed,Marched together to defend
Black people,Liberation,Directed,Have been fighting for
Black people,By the state,Directed,Subjugated
Black people,By the system,Directed,Dehumanized
Black people,By the system,Directed,Murdered
Wwp,Role of israeli state,Directed,Explained and exposed
South african government,Jarrar's release,Directed,Called for
Palestinian leader,Israel,Directed,Jailed by
Palestinian leader,Is imprisoned,Directed,Ahmad sa'adat
Dheisheh refugee camp,Occupied west bank,Directed,Is located in
Bilal al-saifi,Anonymous online video,Directed,Was falsely depicted in
French interior minister,Dissolved,Directed,Announced
French interior minister,Asking for the dissolution of,Directed,Tweeted
French interior minister,Slogans,Directed,Addressed
Israeli embassy,Interior minister,Directed,Lauds
French interior minister gerald darmanin,Dissolved,Directed,Announced
Samidoun region parisienne,Many other participants,Directed,Joined
Samidoun paris banlieue,Demonstration,Directed,Called for
Spain,Letter of protest,Directed,Delivered
Spain,Spanish state,Directed,Is
Spain,Location,Directed,Is
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
Spain,Second country,Directed,Became
